1277533030 183.4
1277685811 183.6
1277689877 189.4
1277698154 188.8
1277750046 186.6
1277776422 186.4
1277948256 185.6
1278010815 184.6
1278034200 185.0
1278037091 184.6
1278044932 184.8
1278086455 184
1278118795 187.2
1278121590 187.2
1278121852 186.8
1278172923 187.4
1278174679 185.6
1278182130 185.8
1278205084 184.6
1278263525 186.4
1278271410 187.4
1278273893 186.6
1278295983 185.6
1278347492 187
1278352872 187.4
1278354912 187.0
1278369599 185.8
1278382728 185
1278393545 186.4
1278440832 185.8
1278453847 184
1278456223 184
1278535122 182.4
1278543993 183.6
1278555907 183.2
1278563269 185
1278607558 183.4
1278614352 184
1278616610 184.2
1278623009 183.2
1278629830 183.6
1278634128 184
1278638544 184.6
1278642014 184.8
1278653082 184
1278693171 184.2
1278707551 182.6
1278731742 179.4
1278781230 183.2
1278790689 183
1278794666 183.4
1278818721 183.8
1278872922 183.0
1278876262 184
1278882646 183.6
1278894858 184.8
1278901326 185.4
1278906594 184.8
1278914040 186
1278952794 184.6
