1277311380 295.00 295.00
1277404964 295.46 297.80
1277482286 295.85 299.80
1277750270 297.18 298.80
1277917798 298.01 298.60
1278010021 297.55 292.20
1278089835 297.15 288.40
1278441273 295.41 289.80
1278536425 294.94 292.10
1278711399 295.81 298.60
1278952851 297.00 297.00
