1277482286 299.800
1277750270 298.914
1277917798 298.600
1278010021 298.295
1278089835 298.031
1278441273 296.869
1278536425 296.554
1278711399 296.844
1278952851 297.000
1279054285 297.168
1279219504 296.800
1279305684 296.942
1279571871 297.383
1279654201 297.110
1279739733 297.252
1279821591 297.387
1280174304 296.400
1280174564 296.399
1280259847 296.117
1280335654 295.866
1280439486 295.523
1280520421 295.255
1280771210 295.670
1281031994 296.101
1281117672 296.243
1281212297 296.399
1281376339 295.857
