1277533030 183.40
1277689877 184.44
1277698154 184.49
1277750046 184.84
1277776422 185.01
1277948256 185.60
1278034200 185.03
1278037091 185.01
1278044932 184.96
1278086455 184.69
1278116947 184.48
1278118795 184.50
1278121590 184.52
1278121671 184.51
1278121716 184.51
1278121852 184.52
1278172923 184.85
1278174679 184.86
1278182130 184.91
1278205084 184.76
1278263525 185.15
1278271410 185.20
1278273893 185.22
1278295983 185.36
1278347492 185.70
1278352872 185.74
1278354912 185.75
1278369599 185.80
1278382728 185.71
1278393545 185.78
1278440832 185.80
1278453847 185.71
1278456223 185.70
1278535122 185.18
1278543993 185.12
1278555907 185.04
1278563269 185.00
1278607558 184.71
1278614352 184.66
1278616610 184.65
1278623009 184.60
1278629830 184.56
1278634128 184.53
1278638544 184.56
1278642014 184.58
1278653082 184.51
1278693171 184.25
1278707551 184.15
1278731742 183.99
1278781230 183.66
1278790689 183.60
1278794666 183.57
1278818721 183.73
1278872922 183.37
1278876262 183.40
1278882646 183.44
1278894858 183.52
1278901326 183.56
1278906594 183.60
1278914040 183.65
1278952794 183.90
1278963880 185
1278969922 184.6
1278981161 184
1278982842 184.8
1278987012 184.8
1278991027 184.8
1278995875 185.6
1278999544 184.8
1279007040 185.4
1279012093 185.2
1279045417 182.8
1279053024 183.4
1279062206 184.4
1279066833 184.4
1279070544 185.6
1279133719 183
1279139953 183.4
1279143357 183.4
1279149231 184.2
1279154192 184
1279157435 183.6
1279161619 185
1279164610 184.4
1279166967 185.2
1279171296 185
1279211935 185.6
1279212067 184.6
1279216008 184.6
1279217042 185
1279218441 184.2
1279220015 184
1279222515 183.6
1279223012 183.6
1279225768 183
1279228168 184.6
1279230603 184.8
1279230827 184.8
1279230949 184.8
